PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,month,day_of_week,day_of_year,AQI_lag_1,AQI_lag_7,PM25_lag_1,City_Chennai,City_Delhi,City_Kolkata,City_Mumbai,season_Post-Monsoon,season_Summer,season_Winter
460.3,113.4,136.1,146.3,88.9,23.0,9.6,41.8,175.8,8.67,11.2,3.78,215.9,2,1,35,106.5,93.6,312.3,True,False,False,False,False,False,True
22.9,494.5,32.9,14.6,148.1,29.6,9.73,92.0,101.4,1.71,9.19,7.94,420.8,2,2,36,215.9,485.1,460.3,True,False,False,False,False,False,True
411.4,409.6,45.0,61.3,56.2,44.5,2.34,97.1,154.7,11.0,28.99,4.98,96.3,2,3,37,420.8,476.5,22.9,True,False,False,False,False,False,True
218.1,310.3,1.2,148.67399999999998,73.4,43.0,5.7,82.1,8.9,4.51,26.61,8.67,330.2,2,4,38,96.3,192.2,411.4,True,False,False,False,False,False,True
481.5,61.1,185.4,68.7,192.3,7.7,8.24,39.8,64.8,11.07,11.97,1.46,137.6,2,5,39,330.2,390.6,218.1,True,False,False,False,False,False,True
222.5,520.2,180.0,13.1,231.8,10.8,2.34,57.8,127.4,11.86,0.75,8.69,108.5,2,6,40,137.6,158.7,481.5,True,False,False,False,False,False,True
181.2,416.9,76.0,146.2,130.9,35.1,4.36,53.3,177.6,3.97,29.15,9.59,263.2,2,0,41,108.5,106.5,222.5,True,False,False,False,False,False,True
215.0,373.1,58.4,112.3,7.0,47.1,2.96,88.2,16.5,5.38,2.79,4.51,439.9,2,1,42,263.2,215.9,181.2,True,False,False,False,False,False,True
391.1,226.7,118.4,146.6,240.1,13.6,5.86,49.5,12.6,15.78,27.45,9.24,127.2,2,2,43,439.9,420.8,215.0,True,False,False,False,False,False,True
292.5,70.0,102.8,140.9,235.3,16.6,9.48,67.1,113.2,6.3,16.71,4.66,89.4,2,3,44,127.2,96.3,391.1,True,False,False,False,False,False,True
272.0,240.1,139.2,23.7,222.5,10.1,0.77,46.7,167.2,18.53,18.44,9.49,45.6,2,4,45,89.4,330.2,292.5,True,False,False,False,False,False,True
180.7,209.9,175.9,57.3,102.5,11.3,6.51,70.0,174.3,18.1,1.21,0.69,74.1,2,5,46,45.6,137.6,272.0,True,False,False,False,False,False,True
64.9,328.1,54.6,71.4,214.8,49.8,2.92,63.7,120.1,14.62,17.88,5.77,436.0,2,6,47,74.1,108.5,180.7,True,False,False,False,False,False,True
377.1,349.4,72.0,76.0,119.9,23.8,8.08,86.1,138.9,8.07,12.05,7.74,431.6,2,0,48,436.0,263.2,64.9,True,False,False,False,False,False,True
18.4,439.7,32.2,133.9,101.0,49.7,9.84,5.1,111.9,0.25,3.82,1.58,365.6,2,1,49,431.6,439.9,377.1,True,False,False,False,False,False,True
171.8,152.3,17.6,98.3,173.8,16.8,6.79,55.7,43.2,19.8,12.13,4.85,241.0,2,2,50,365.6,127.2,18.4,True,False,False,False,False,False,True
67.9,199.9,184.6,49.5,150.0,23.6,9.45,4.0,96.3,15.45,1.45,7.57,284.2,2,3,51,241.0,89.4,171.8,True,False,False,False,False,False,True
227.5,50.0,58.0,40.2,216.6,5.3,0.87,93.4,62.5,2.62,17.0,0.07,14.2,2,4,52,284.2,45.6,67.9,True,False,False,False,False,False,True
479.5,502.1,198.6,148.67399999999998,57.3,26.6,1.32,76.8,162.0,4.07,2.07,2.84,358.3,2,5,53,14.2,74.1,227.5,True,False,False,False,False,False,True
264.8,188.8,186.4,7.4,181.0,2.6,8.61,19.4,171.5,17.71,20.57,2.09,3.0,2,6,54,358.3,436.0,479.5,True,False,False,False,False,False,True
152.8,511.8,21.0,108.8,240.0,33.2,4.64,54.6,138.7,0.65,11.05,8.78,376.4,2,0,55,3.0,431.6,264.8,True,False,False,False,False,False,True
152.9,410.6,1.2,84.5,46.5,46.1,5.35,85.7,90.6,17.77,5.5,0.55,494.2,2,1,56,376.4,365.6,152.8,True,False,False,False,False,False,True
182.4,189.1,44.6,84.5,163.6,28.0,5.19,71.4,180.7,4.18,17.63,7.62,463.7,2,2,57,494.2,241.0,152.9,True,False,False,False,False,False,True
6.6,347.6,55.1,11.4,134.4,9.9,0.28,22.9,138.6,8.28,21.19,9.54,325.4,2,3,58,463.7,284.2,182.4,True,False,False,False,False,False,True
161.8,218.3,88.5,107.1,187.7,13.0,4.56,5.6,27.1,12.72,13.0,2.26,397.8,2,4,59,325.4,14.2,6.6,True,False,False,False,False,False,True
43.9,581.4,20.0,125.4,242.0,21.2,1.16,45.6,131.8,9.81,3.52,2.47,293.3,2,5,60,397.8,358.3,161.8,True,False,False,False,False,False,True
225.8,555.8,26.9,71.8,18.3,45.1,6.35,80.2,143.8,11.87,29.82,8.37,26.2,3,6,61,293.3,3.0,43.9,True,False,False,False,False,True,False
195.3,480.8,102.7,111.5,98.2,32.5,4.97,40.8,84.0,6.41,10.82,5.63,203.2,3,0,62,26.2,376.4,225.8,True,False,False,False,False,True,False
76.2,121.6,59.2,133.8,243.8,48.1,3.85,4.1,155.1,0.91,14.29,0.76,297.2,3,1,63,203.2,494.2,195.3,True,False,False,False,False,True,False
284.6,339.9,190.4,41.0,230.3,32.5,1.48,3.4,146.0,15.55,10.67,0.07,29.6,3,2,64,297.2,463.7,76.2,True,False,False,False,False,True,False
421.1,364.6,35.6,12.9,228.4,45.6,7.63,0.4,0.1,15.81,21.45,3.66,207.0,3,3,65,29.6,325.4,284.6,True,False,False,False,False,True,False
151.1,19.1,89.0,27.9,159.5,38.4,2.46,92.8,50.6,16.78,27.09,5.92,207.7,3,4,66,207.0,397.8,421.1,True,False,False,False,False,True,False
145.0,527.7,11.1,8.6,13.6,30.3,8.0,9.9,30.2,15.1,0.37,3.99,42.3,3,5,67,207.7,293.3,151.1,True,False,False,False,False,True,False
357.2,112.1,2.6,82.8,59.2,22.6,5.46,66.9,144.6,3.47,12.5,4.17,336.6,3,6,68,42.3,26.2,145.0,True,False,False,False,False,True,False
170.9,454.5,11.5,66.3,2.7,8.8,9.29,1.7,20.4,0.47,5.63,5.04,12.5,3,0,69,336.6,203.2,357.2,True,False,False,False,False,True,False
295.6,429.4,166.4,23.8,213.9,47.5,7.52,34.0,80.5,14.94,6.83,8.37,418.5,3,1,70,12.5,297.2,170.9,True,False,False,False,False,True,False
132.4,533.9,5.6,0.0,51.5,36.5,3.46,23.6,66.7,0.09,2.39,2.74,95.4,3,2,71,418.5,29.6,295.6,True,False,False,False,False,True,False
106.5,547.7,100.8,9.7,80.1,31.6,8.77,11.2,15.1,1.84,2.51,9.947399999999996,278.4,3,3,72,95.4,207.0,132.4,True,False,False,False,False,True,False
328.2,476.6,28.1,120.2,133.5,27.6,4.5,93.4,58.7,6.96,2.9,3.37,428.0,3,4,73,278.4,207.7,106.5,True,False,False,False,False,True,False
271.2,141.6,177.8,55.3,129.9,11.5,5.02,99.4,144.8,16.58,19.86,1.77,134.0,3,5,74,428.0,42.3,328.2,True,False,False,False,False,True,False
291.3,594.9,52.5,86.9,182.7,25.9,2.94,99.4,172.1,1.84,18.33,4.81,210.1,3,6,75,134.0,336.6,271.2,True,False,False,False,False,True,False
54.8,212.3,198.4,114.2,204.7,9.5,7.19,51.9,10.2,2.76,19.54,4.02,128.5,3,0,76,210.1,12.5,291.3,True,False,False,False,False,True,False
449.0,184.2,60.7,60.6,118.0,29.1,3.96,1.8,39.4,3.87,25.29,9.49,467.1,3,1,77,128.5,418.5,54.8,True,False,False,False,False,True,False
262.7,121.6,29.8,134.2,75.8,43.4,1.57,5.4,34.2,0.91,0.24,0.23,4.4,3,2,78,467.1,95.4,449.0,True,False,False,False,False,True,False
333.4,453.5,42.5,12.6,13.2,28.5,0.24,62.1,116.5,13.25,19.45,2.86,420.2,3,3,79,4.4,278.4,262.7,True,False,False,False,False,True,False
129.1,25.3,140.2,52.7,169.8,32.4,8.08,79.6,191.0,8.64,8.61,1.97,168.4,3,4,80,420.2,428.0,333.4,True,False,False,False,False,True,False
410.4,236.1,13.8,85.2,180.8,36.7,0.86,66.2,171.4,19.912199999999995,9.25,9.24,177.8,3,5,81,168.4,134.0,129.1,True,False,False,False,False,True,False
96.8,443.3,25.7,90.2,106.2,23.0,7.91,32.0,72.0,19.43,20.72,9.16,91.7,3,6,82,177.8,210.1,410.4,True,False,False,False,False,True,False
361.9,71.9,195.2,47.2,33.3,40.1,3.92,72.1,116.8,7.71,0.25,8.35,70.6,3,0,83,91.7,128.5,96.8,True,False,False,False,False,True,False
195.4,45.1,71.0,28.3,137.4,23.6,2.27,98.7,58.4,19.65,9.49,1.67,449.0,3,1,84,70.6,467.1,361.9,True,False,False,False,False,True,False
380.7,140.9,47.3,76.4,79.1,10.1,7.11,17.2,50.8,2.73,3.68,9.49,150.3,3,2,85,449.0,4.4,195.4,True,False,False,False,False,True,False
351.1,185.7,37.5,9.9,209.0,1.1,1.03,34.8,42.3,1.95,15.71,4.7,129.8,3,3,86,150.3,420.2,380.7,True,False,False,False,False,True,False
236.1,136.8,110.2,92.3,105.8,36.4,2.17,30.2,34.1,2.73,11.66,7.46,332.3,3,4,87,129.8,168.4,351.1,True,False,False,False,False,True,False
421.5,503.1,52.1,11.6,110.7,4.3,6.73,81.7,84.1,10.14,10.78,1.93,99.4,3,5,88,332.3,177.8,236.1,True,False,False,False,False,True,False
71.1,235.1,68.8,78.2,169.1,15.9,6.89,99.6,180.5,5.2,27.75,7.97,117.1,3,6,89,99.4,91.7,421.5,True,False,False,False,False,True,False
373.9,5.6,103.6,137.1,69.7,34.5,6.78,28.5,166.7,16.99,27.34,7.34,17.1,3,0,90,117.1,70.6,71.1,True,False,False,False,False,True,False
179.6,467.7,11.6,23.5,44.1,6.9,0.46,17.2,48.1,16.01,12.98,8.34,430.7,3,1,91,17.1,449.0,373.9,True,False,False,False,False,True,False
253.6,287.3,190.3,116.7,241.1,27.2,7.52,86.0,184.5,10.11,8.33,8.61,447.3,4,2,92,430.7,150.3,179.6,True,False,False,False,False,True,False
372.7,494.8,132.6,95.6,169.3,26.4,6.26,16.5,80.6,8.86,23.79,3.81,358.1,4,3,93,447.3,129.8,253.6,True,False,False,False,False,True,False
150.0,506.8,46.2,19.5,142.6,12.2,1.08,41.8,163.8,14.0,24.92,8.69,144.9,4,4,94,358.1,332.3,372.7,True,False,False,False,False,True,False
327.2,143.6,12.0,56.6,130.0,40.1,7.97,36.1,81.6,15.78,3.41,6.31,13.2,4,5,95,144.9,99.4,150.0,True,False,False,False,False,True,False
459.2,596.9,16.6,58.6,67.5,1.8,6.03,74.8,156.8,15.69,28.69,1.64,469.4,4,6,96,13.2,117.1,327.2,True,False,False,False,False,True,False
241.0,73.2,74.4,106.0,107.6,47.3,1.96,7.9,116.9,17.6,27.29,4.12,75.8,4,0,97,469.4,17.1,459.2,True,False,False,False,False,True,False
129.5,355.8,51.8,98.5,135.0,20.3,4.01,89.9,101.6,4.68,6.53,0.31,121.2,4,1,98,75.8,430.7,241.0,True,False,False,False,False,True,False
166.0,273.5,123.9,100.3,228.5,16.6,1.64,79.8,154.8,8.74,14.54,1.73,44.8,4,2,99,121.2,447.3,129.5,True,False,False,False,False,True,False
360.1,24.5,68.7,59.1,30.3,24.1,1.54,92.9,166.5,2.18,27.8,9.58,214.0,4,3,100,44.8,358.1,166.0,True,False,False,False,False,True,False
89.0,166.9,187.9,28.2,83.9,32.3,7.47,95.8,112.8,5.5,4.37,3.68,81.2,4,4,101,214.0,144.9,360.1,True,False,False,False,False,True,False
179.0,192.2,161.6,60.4,162.7,39.6,8.32,5.8,21.3,2.5,1.01,1.31,83.0,4,5,102,81.2,13.2,89.0,True,False,False,False,False,True,False
92.6,590.8,167.1,75.8,221.4,44.3,7.28,77.7,123.7,12.88,16.48,4.97,278.2,4,6,103,83.0,469.4,179.0,True,False,False,False,False,True,False
68.0,91.9,58.6,28.8,6.4,48.0,1.1,72.7,184.5,10.16,18.17,2.78,432.7,4,0,104,278.2,75.8,92.6,True,False,False,False,False,True,False
373.2,543.3,184.0,18.3,197.7,8.6,0.34,61.1,164.4,3.73,27.81,0.94,389.3,4,1,105,432.7,121.2,68.0,True,False,False,False,False,True,False
481.1,236.1,171.5,86.5,38.6,30.6,6.17,73.1,156.4,11.08,11.0,0.41,351.9,4,2,106,389.3,44.8,373.2,True,False,False,False,False,True,False
450.1,213.4,96.3,57.8,48.5,1.5,8.96,56.9,17.9,10.78,7.54,0.05,159.6,4,3,107,351.9,214.0,481.1,True,False,False,False,False,True,False
411.6,172.1,12.0,65.0,132.1,0.3,9.78,99.3,105.6,3.41,8.83,9.62,399.7,4,4,108,159.6,81.2,450.1,True,False,False,False,False,True,False
101.3,551.7,195.7,26.8,237.6,34.1,6.88,3.1,96.6,15.91,6.5,9.947399999999996,361.9,4,5,109,399.7,83.0,411.6,True,False,False,False,False,True,False
60.8,576.0,67.3,104.5,69.7,13.1,1.9,92.8,162.0,3.49,14.25,2.93,176.6,4,6,110,361.9,278.2,101.3,True,False,False,False,False,True,False
77.0,323.9,171.4,125.7,48.5,8.9,4.56,25.0,67.7,5.91,15.63,8.43,481.0,4,0,111,176.6,432.7,60.8,True,False,False,False,False,True,False
122.5,269.8,1.6,102.7,52.1,45.8,2.52,69.4,62.9,1.9,27.45,5.52,383.0,4,1,112,481.0,389.3,77.0,True,False,False,False,False,True,False
345.7,349.5,169.0,25.8,134.0,13.7,2.58,34.4,25.9,19.28,3.26,3.38,431.5,4,2,113,383.0,351.9,122.5,True,False,False,False,False,True,False
432.7,490.7,142.6,42.1,169.4,49.4,3.77,42.4,168.8,3.64,26.82,4.78,163.3,4,3,114,431.5,159.6,345.7,True,False,False,False,False,True,False
257.6,457.3,133.9,136.9,213.6,3.2,9.24,99.0,9.9,0.03,23.59,7.9,451.5,4,4,115,163.3,399.7,432.7,True,False,False,False,False,True,False
159.8,115.4,21.5,113.3,231.8,39.3,7.51,85.8,131.1,9.68,4.83,1.05,52.2,4,5,116,451.5,361.9,257.6,True,False,False,False,False,True,False
186.7,399.5,167.2,72.2,47.6,30.0,0.75,62.9,18.1,13.42,7.76,8.59,412.5,4,6,117,52.2,176.6,159.8,True,False,False,False,False,True,False
320.0,521.0,155.4,53.2,127.7,47.7,3.88,80.3,177.5,9.86,28.67,5.08,140.8,4,0,118,412.5,481.0,186.7,True,False,False,False,False,True,False
414.7,551.7,124.0,34.7,242.3,35.3,4.96,86.6,129.0,10.52,26.95,0.42,286.2,4,1,119,140.8,383.0,320.0,True,False,False,False,False,True,False
137.6,241.0,96.5,13.1,21.8,4.9,4.26,27.0,176.9,1.8,17.98,1.82,406.0,4,2,120,286.2,431.5,414.7,True,False,False,False,False,True,False
252.5,404.9,98.2,110.6,71.6,29.9,3.53,53.0,0.6,16.99,22.48,0.62,58.2,4,3,121,406.0,163.3,137.6,True,False,False,False,False,True,False
339.0,15.8,33.7,5.8,131.8,6.2,6.18,69.7,129.0,2.46,11.06,2.34,385.8,5,4,122,58.2,451.5,252.5,True,False,False,False,False,True,False
75.5,533.3,101.8,135.0,67.3,19.2,3.01,0.4,26.1,0.18,1.58,8.56,104.2,5,5,123,385.8,52.2,339.0,True,False,False,False,False,True,False
80.8,115.5,76.4,120.7,38.3,22.2,2.52,14.7,35.7,10.01,12.1,4.23,130.8,5,6,124,104.2,412.5,75.5,True,False,False,False,False,True,False
53.8,16.2,15.9,135.1,241.5,15.9,6.36,21.4,12.3,3.59,25.18,8.66,40.1,5,0,125,130.8,140.8,80.8,True,False,False,False,False,True,False
368.9,423.4,138.5,41.4,196.5,24.4,4.91,11.2,143.9,11.35,7.22,7.97,393.2,5,1,126,40.1,286.2,53.8,True,False,False,False,False,True,False
162.6,9.7,71.4,146.0,86.2,18.3,4.84,47.5,56.6,8.1,24.38,0.28,195.7,5,2,127,393.2,406.0,368.9,True,False,False,False,False,True,False
9.4,238.6,57.0,147.9,110.5,12.9,8.26,12.0,70.3,16.95,2.2,8.88,118.3,5,3,128,195.7,58.2,162.6,True,False,False,False,False,True,False
72.5,71.8,78.2,5.2,14.0,9.1,6.32,83.7,88.8,9.24,10.24,4.6,228.0,5,4,129,118.3,385.8,9.4,True,False,False,False,False,True,False
497.948,99.0,171.8,143.6,230.3,29.5,9.63,31.1,92.8,10.58,18.92,7.77,2.2,5,5,130,228.0,104.2,72.5,True,False,False,False,False,True,False
19.1,294.5,103.8,122.6,217.1,19.9,1.44,28.9,130.2,3.16,6.8,3.85,132.6,5,6,131,2.2,130.8,497.948,True,False,False,False,False,True,False
326.9,539.1,154.3,29.5,87.7,1.8,0.8,41.7,34.4,19.45,7.62,4.4,408.9,5,0,132,132.6,40.1,19.1,True,False,False,False,False,True,False
459.4,469.0,82.7,148.67399999999998,239.2,12.4,0.53,88.5,55.5,13.99,29.82,3.48,113.1,5,1,133,408.9,393.2,326.9,True,False,False,False,False,True,False
375.7,597.274,9.8,70.7,91.1,48.9,1.85,99.6,178.3,17.04,27.21,6.39,373.9,5,2,134,113.1,195.7,459.4,True,False,False,False,False,True,False
280.3,351.1,149.8,34.7,16.1,27.3,5.42,34.1,79.6,13.49,7.78,1.77,116.6,5,3,135,373.9,118.3,375.7,True,False,False,False,False,True,False
193.9,382.4,76.4,101.4,136.1,28.4,1.48,35.3,78.7,7.36,24.54,0.1,186.2,5,4,136,116.6,228.0,280.3,True,False,False,False,False,True,False
12.7,195.1,117.3,47.4,68.1,22.1,0.03,27.9,129.8,10.77,0.25,8.9,301.9,5,5,137,186.2,2.2,193.9,True,False,False,False,False,True,False
457.4,546.5,81.8,1.5,65.5,49.8,4.34,17.1,199.0,11.86,13.09,0.48,322.0,5,6,138,301.9,132.6,12.7,True,False,False,False,False,True,False
205.7,261.5,20.8,53.0,165.9,46.6,0.45,94.8,159.9,17.76,13.38,9.8,230.9,5,0,139,322.0,408.9,457.4,True,False,False,False,False,True,False
340.9,198.5,60.8,0.6,85.6,38.6,1.9,3.4,157.4,10.01,11.45,2.42,102.5,5,1,140,230.9,113.1,205.7,True,False,False,False,False,True,False
112.4,475.1,19.9,115.4,86.5,44.9,2.92,55.9,118.7,0.31,19.39,9.48,37.5,5,2,141,102.5,373.9,340.9,True,False,False,False,False,True,False
30.3,113.3,126.9,69.4,1.0,0.1,1.68,73.7,97.7,14.14,24.51,9.14,475.9,5,3,142,37.5,116.6,112.4,True,False,False,False,False,True,False
487.3,353.6,43.0,8.7,51.2,8.3,7.98,0.9,79.4,7.51,6.23,8.31,329.3,5,4,143,475.9,186.2,30.3,True,False,False,False,False,True,False
199.0,447.9,95.5,73.3,221.8,34.4,2.17,48.9,142.6,6.4,1.97,5.61,477.6,5,5,144,329.3,301.9,487.3,True,False,False,False,False,True,False
83.4,597.274,192.3,46.7,53.4,49.6,5.37,36.3,158.7,3.81,28.08,5.89,186.6,5,6,145,477.6,322.0,199.0,True,False,False,False,False,True,False
116.3,487.5,51.3,20.2,25.3,14.4,1.62,80.0,133.7,18.89,20.9,9.48,5.2,5,0,146,186.6,230.9,83.4,True,False,False,False,False,True,False
79.9,592.0,129.8,45.6,17.9,43.4,5.96,5.3,169.5,0.78,6.09,3.81,463.1,5,1,147,5.2,102.5,116.3,True,False,False,False,False,True,False
420.6,12.7,90.0,112.7,186.6,10.9,3.92,77.7,172.5,7.14,1.97,8.84,176.2,5,2,148,463.1,37.5,79.9,True,False,False,False,False,True,False
347.1,312.2,167.0,60.1,121.1,9.6,8.28,30.1,69.8,19.42,11.83,9.29,475.6,5,3,149,176.2,475.9,420.6,True,False,False,False,False,True,False
341.8,98.7,3.1,73.1,218.6,18.2,3.21,80.9,90.4,16.22,29.82,5.36,258.1,5,4,150,475.6,329.3,347.1,True,False,False,False,False,True,False
184.4,570.6,86.5,99.4,246.9,18.7,5.13,50.0,48.1,8.79,22.21,5.55,267.1,5,5,151,258.1,477.6,341.8,True,False,False,False,False,True,False
273.9,535.2,43.5,86.4,51.1,30.4,6.6,80.7,22.5,4.4,18.63,8.28,272.9,5,6,152,267.1,186.6,184.4,True,False,False,False,False,True,False
235.4,308.2,20.2,33.9,225.3,42.8,8.81,2.2,42.9,2.38,22.81,0.82,107.4,6,0,153,272.9,5.2,273.9,True,False,False,False,False,False,False
293.8,230.9,134.1,71.2,226.5,6.7,9.35,19.7,154.7,6.36,14.9,6.16,60.5,6,1,154,107.4,463.1,235.4,True,False,False,False,False,False,False
69.1,373.9,166.8,51.8,75.9,11.2,8.61,48.6,104.8,11.47,22.68,8.8,401.7,6,2,155,60.5,176.2,293.8,True,False,False,False,False,False,False
73.7,257.8,102.9,70.9,41.8,25.3,1.18,54.3,178.5,16.55,4.11,9.74,127.2,6,3,156,401.7,475.6,69.1,True,False,False,False,False,False,False
172.9,142.2,150.0,22.2,182.8,24.7,9.9,0.8,4.4,6.84,13.61,1.04,296.8,6,4,157,127.2,258.1,73.7,True,False,False,False,False,False,False
174.2,275.5,33.7,98.3,239.2,20.7,0.16,60.5,193.8,8.43,10.34,8.94,415.8,6,5,158,296.8,267.1,172.9,True,False,False,False,False,False,False
464.4,489.1,97.5,142.2,100.1,38.6,2.02,22.5,16.3,5.44,17.93,8.75,145.8,6,6,159,415.8,272.9,174.2,True,False,False,False,False,False,False
208.3,118.6,82.4,134.5,241.2,17.1,1.51,29.2,146.6,10.64,24.62,2.6,466.0,6,0,160,145.8,107.4,464.4,True,False,False,False,False,False,False
409.4,377.5,111.9,148.2,183.2,28.4,4.71,32.4,124.2,7.88,2.89,2.06,181.7,6,1,161,466.0,60.5,208.3,True,False,False,False,False,False,False
161.5,132.4,10.4,27.0,226.4,12.2,8.53,64.1,100.6,8.42,4.97,6.48,1.7,6,2,162,181.7,401.7,409.4,True,False,False,False,False,False,False
73.2,175.6,170.1,112.8,14.6,11.6,3.9,37.7,197.1,11.48,21.29,2.52,165.1,6,3,163,1.7,127.2,161.5,True,False,False,False,False,False,False
60.2,290.8,116.6,32.5,94.1,19.3,2.27,51.6,74.1,18.39,10.71,4.3,145.6,6,4,164,165.1,296.8,73.2,True,False,False,False,False,False,False
104.4,512.1,144.3,65.9,4.6,37.7,0.17,57.3,77.2,0.2,20.6,8.22,471.6,6,5,165,145.6,415.8,60.2,True,False,False,False,False,False,False
295.9,49.5,81.2,13.1,5.7,24.4,0.39,27.6,27.0,6.33,12.46,9.64,130.2,6,6,166,471.6,145.8,104.4,True,False,False,False,False,False,False
51.2,11.7,150.5,91.5,248.774,37.8,2.86,49.7,22.3,18.48,10.46,1.51,98.6,6,0,167,130.2,466.0,295.9,True,False,False,False,False,False,False
287.7,519.2,93.7,119.8,35.7,2.9,2.26,80.7,118.4,11.26,14.55,0.46,52.1,6,1,168,98.6,181.7,51.2,True,False,False,False,False,False,False
476.7,556.6,121.3,100.5,173.8,1.4,6.64,71.1,30.4,8.15,16.91,9.15,128.4,6,2,169,52.1,1.7,287.7,True,False,False,False,False,False,False
243.9,119.4,171.2,100.3,197.8,19.8,3.14,21.2,94.6,4.96,13.06,6.66,355.9,6,3,170,128.4,165.1,476.7,True,False,False,False,False,False,False
14.5,515.7,51.8,92.2,54.2,47.9,8.75,46.9,196.5,18.97,15.64,2.02,65.3,6,4,171,355.9,145.6,243.9,True,False,False,False,False,False,False
491.8,132.0,81.3,43.8,188.0,29.7,4.01,1.1,117.6,7.15,14.28,9.85,311.2,6,5,172,65.3,471.6,14.5,True,False,False,False,False,False,False
398.9,561.1,27.3,119.6,67.8,25.3,8.1,46.3,31.9,18.12,17.88,3.19,145.7,6,6,173,311.2,130.2,491.8,True,False,False,False,False,False,False
264.2,275.3,99.3,89.0,18.3,43.5,1.99,21.2,87.9,15.42,24.73,3.87,23.4,6,0,174,145.7,98.6,398.9,True,False,False,False,False,False,False
215.1,315.4,95.7,129.2,21.0,30.3,7.71,21.6,76.8,4.44,21.43,7.12,298.0,6,1,175,23.4,52.1,264.2,True,False,False,False,False,False,False
352.4,344.1,81.9,96.5,160.2,43.2,5.39,70.0,129.1,6.78,5.84,4.99,318.5,6,2,176,298.0,128.4,215.1,True,False,False,False,False,False,False
260.5,339.7,152.6,7.1,39.8,47.2,5.71,63.0,59.0,13.66,16.77,8.59,382.1,6,3,177,318.5,355.9,352.4,True,False,False,False,False,False,False
345.7,75.4,173.8,129.9,227.2,15.1,8.32,19.2,41.8,6.04,26.71,3.11,338.2,6,4,178,382.1,65.3,260.5,True,False,False,False,False,False,False
148.7,189.4,84.1,65.9,92.7,45.3,4.13,13.5,135.7,13.16,4.42,3.9,139.4,6,5,179,338.2,311.2,345.7,True,False,False,False,False,False,False
463.1,596.4,163.4,14.4,64.4,49.4,4.83,40.1,116.7,9.79,20.23,9.39,381.9,6,6,180,139.4,145.7,148.7,True,False,False,False,False,False,False
497.948,449.9,119.6,77.7,148.9,48.0,8.76,55.8,82.7,8.05,10.84,1.35,272.5,6,0,181,381.9,23.4,463.1,True,False,False,False,False,False,False
129.1,218.2,60.2,1.4,98.2,13.5,3.88,15.2,60.2,12.68,26.27,9.22,456.2,6,1,182,272.5,298.0,497.948,True,False,False,False,False,False,False
92.7,441.0,153.1,126.3,134.6,39.1,1.4,42.2,33.0,4.71,27.65,0.54,38.6,7,2,183,456.2,318.5,129.1,True,False,False,False,False,False,False
396.3,174.7,11.7,98.3,200.2,23.0,0.69,16.9,142.8,6.16,24.96,0.37,11.5,7,3,184,38.6,382.1,92.7,True,False,False,False,False,False,False
322.1,467.1,27.8,38.3,204.6,40.5,6.34,99.6,1.6,4.5,19.88,9.48,115.3,7,4,185,11.5,338.2,396.3,True,False,False,False,False,False,False
19.8,519.7,186.7,143.9,55.0,7.9,3.4,34.4,145.6,13.76,16.53,3.42,343.3,7,5,186,115.3,139.4,322.1,True,False,False,False,False,False,False
70.1,404.2,24.8,14.5,239.3,13.7,1.54,13.3,109.3,9.87,10.43,7.08,497.6,7,6,187,343.3,381.9,19.8,True,False,False,False,False,False,False
258.0,29.6,116.0,134.8,118.7,30.1,3.53,27.7,8.9,18.63,12.37,7.83,161.9,7,0,188,497.6,272.5,70.1,True,False,False,False,False,False,False
326.9,92.0,173.0,4.1,134.3,41.9,9.23,1.7,30.1,0.97,19.84,8.58,345.1,7,1,189,161.9,456.2,258.0,True,False,False,False,False,False,False
206.5,526.1,174.5,48.7,53.4,17.5,0.21,49.3,0.0,10.72,23.28,9.947399999999996,67.6,7,2,190,345.1,38.6,326.9,True,False,False,False,False,False,False
322.3,444.6,102.7,145.6,220.8,0.6,7.99,67.8,196.9,19.83,13.69,9.49,267.7,7,3,191,67.6,11.5,206.5,True,False,False,False,False,False,False
281.1,435.6,120.8,134.9,239.3,44.3,2.56,89.0,192.2,6.4,11.6,5.45,111.0,7,4,192,267.7,115.3,322.3,True,False,False,False,False,False,False
422.1,339.9,142.0,71.6,27.8,23.7,8.32,41.6,169.7,16.42,18.39,2.8,439.0,7,5,193,111.0,343.3,281.1,True,False,False,False,False,False,False
298.7,540.1,84.6,46.5,106.1,14.3,5.41,49.9,9.1,18.68,0.55,2.02,198.8,7,6,194,439.0,497.6,422.1,True,False,False,False,False,False,False
146.5,404.2,187.3,126.5,108.3,17.4,7.81,16.3,31.0,5.06,2.3,1.67,263.5,7,0,195,198.8,161.9,298.7,True,False,False,False,False,False,False
354.2,584.9,126.5,142.3,174.9,42.6,8.86,64.4,125.2,19.33,20.15,2.87,119.6,7,1,196,263.5,345.1,146.5,True,False,False,False,False,False,False
457.8,162.1,78.0,106.9,75.1,33.0,4.27,48.3,131.2,2.65,16.51,9.947399999999996,18.9,7,2,197,119.6,67.6,354.2,True,False,False,False,False,False,False
154.1,270.8,86.3,79.9,152.9,41.2,5.01,26.6,150.3,14.07,14.64,7.89,279.6,7,3,198,18.9,267.7,457.8,True,False,False,False,False,False,False
